,DonchBreak,DonchStop,atr,Portfolio,Symbol,Num.Txns,Num.Trades,Net.Trading.PL,Avg.Trade.PL,Med.Trade.PL,Largest.Winner,Largest.Loser,Gross.Profits,Gross.Losses,Std.Dev.Trade.PL,Percent.Positive,Percent.Negative,Profit.Factor,Avg.Win.Trade,Med.Win.Trade,Avg.Losing.Trade,Med.Losing.Trade,Avg.Daily.PL,Med.Daily.PL,Std.Dev.Daily.PL,Ann.Sharpe,Max.Drawdown,Profit.To.Max.Draw,Avg.WinLoss.Ratio,Med.WinLoss.Ratio,Max.Equity,Min.Equity,End.Equity
2683,400,60,2,portf.244,OJ,52,25,2477.76259699999,-114.45749612,-544.873732,8725,-1259.730272,9370,-12231.437403,1881.35883171543,16,84,0.76605877880729,2342.5,312.5,-582.449400142858,-591.426879999999,-114.45749612,-544.873732,1881.35883171543,-0.965768141565668,-8975.503153,0.276058350686648,4.02180858873827,0.528383153636846,6114.06574999999,-6300.93425000001,2477.76259699999
2684,400,60,2,portf.244,RR,63,23,33226.2734999999,1444.62058695652,-572.7235,25720,-5651.41599999999,59820.142,-26593.8685,7730.81946943471,26.0869565217391,73.9130434782609,2.2493960214927,9970.02366666667,5362.81544999999,-1564.34520588235,-1041.90900000001,1444.62058695652,-572.7235,7730.81946943471,2.96639197982249,-15096.416,2.2009378583632,6.37328872756264,5.1471054093975,44068.4168,-4816.23100000003,33226.2734999999
2685,100,80,2,portf.245,CC,172,63,-44257.335771,-697.910091603175,-1398.50568,11523.41488,-10767.83616,49122.0418199999,-93090.377591,3184.1232921585,20.6349206349206,79.3650793650794,0.527681196394127,3778.61860153846,3252.67409999997,-1861.80755182,-1565.654925,-697.910091603175,-1398.50568,3184.1232921585,-3.47944417431006,-48364.376471,-0.915081285035017,2.02954306305434,2.07751660219762,0,-48364.376471,-44257.335771
2686,100,80,2,portf.245,CO,170,62,-13615.0136719999,-219.596994709673,-1340.39356,34698.69775,-4379.10704,63842.2237200001,-77457.2373919998,4959.83059539121,20.9677419354839,79.0322580645161,0.824225416108037,4910.94028615385,1797.373056,-1580.75994677551,-1474.59779999998,-219.596994709673,-1340.39356,4959.83059539121,-0.702845420404688,-45572.8374779999,-0.298752819123288,3.10669579917645,1.21889036861443,31729.146916,-13843.6905619999,-13615.0136719999
2687,100,80,2,portf.245,CT,159,63,-7989.34070499998,-126.814931825397,-1018.092,28903.2010000001,-3182.5,57219.13754,-65208.478245,4209.72366913633,15.8730158730159,84.1269841269841,0.877480031431149,5721.913754,2004.04387499998,-1230.34864613208,-1354.42125,-126.814931825397,-1018.092,4209.72366913633,-0.47820826046064,-38671.70283,-0.206593972345127,4.65064416658509,1.47963115242026,30682.362125,-9930.263875,-7989.34070499998
2688,100,80,2,portf.245,HG,144,27,34708.3,1285.49259259259,-2505,97345,-16765,128275,-93566.7,20372.9035109406,14.8148148148148,85.1851851851852,1.37094714251972,32068.75,14650,-4068.11739130435,-2865,1285.49259259259,-2505,20372.9035109406,1.00165213379307,-208400,0.166546545105566,7.8829460694884,5.11343804537522,231475,-2720,34708.3
2689,100,80,2,portf.245,KC,170,63,-51075.156896,-810.716776126985,-1400.713,15891.7416,-15315.7288,62071.52465,-113146.681546,4265.16608617054,19.047619047619,80.9523809523809,0.548593416986469,5172.62705416666,2525.75007500001,-2218.5623832549,-1660.1534,-810.716776126985,-1400.713,4265.16608617054,-3.01740414793441,-82794.609896,-0.616889879186055,2.33152202219249,1.52139559814172,31719.453,-51075.156896,-51075.156896
2690,100,80,2,portf.245,LB,143,58,-46772.050666,-819.811218379311,-902.440029999998,6164.4,-12158.736,29562.9138,-77111.964466,2601.62331657993,18.9655172413793,81.0344827586207,0.383376483853356,2687.53761818182,1890,-1640.68009502128,-1141.8624,-819.811218379311,-902.440029999998,2601.62331657993,-5.00229973808174,-55797.8391,-0.838241254866086,1.63806315828252,1.6551906779661,5683.77570000001,-50114.0634,-46772.050666
2691,100,80,2,portf.245,LC,145,59,15059.5240690001,234.771594389837,-680.277000000006,54905.2926000002,-4520.8224,78249.2979200003,-64397.7738509999,7465.13449860506,16.9491525423729,83.0508474576271,1.21509321271026,7824.92979200003,3009.87412500004,-1314.24028267347,-1043.5068,234.771594389837,-680.277000000006,7465.13449860506,0.499238630280836,-62602.2946889999,0.240558659132447,5.95395674228027,2.88438381522769,70708.01105,-9004.28415000005,15059.5240690001
2692,100,80,2,portf.245,LSU,193,78,136.729443500084,-17.6137250833331,-811.281078000002,58135.1443889999,-35553.167795,144287.2984135,-145661.16897,10239.8280164247,17.9487179487179,82.051282051282,0.990568038371414,10306.2356009643,1837.66066299999,-2275.95576515625,-1076.7153125,-17.6137250833331,-811.281078000002,10239.8280164247,-0.0273060462483614,-109477.8678885,0.00124892314891754,4.52831103255504,1.70672845613495,105460.297332,-6346.34300099999,136.729443500084
2693,100,80,2,portf.245,NG,215,92,-80694.31416,-901.459936521739,-868.155299999999,17550,-10151.39392,43056.39842,-125990.71258,2989.04857936647,10.8695652173913,89.1304347826087,0.3417426375191,4305.639842,2543.90048000001,-1536.47210463415,-963.123680000002,-901.459936521739,-868.155299999999,2989.04857936647,-4.78755445874372,-105218.44269,-0.766921768627062,2.80228962765662,2.64130197691745,1824.74299,-103393.6997,-80694.31416
2694,100,80,2,portf.245,OJ,144,64,-24253.912343,-378.967380359376,-931.529099999996,27611,-4761.88200000001,56843.5824,-81097.494743,4217.71488559392,15.625,84.375,0.700928956931884,5684.35824,3018.561,-1501.8054582037,-1167.4585,-378.967380359376,-931.529099999996,4217.71488559392,-1.42634597733651,-54641.835285,-0.443870748786106,3.78501636743218,2.58558312779426,5634.28824999999,-49007.547035,-24253.912343
2695,100,80,2,portf.245,RR,167,72,10446.138865,91.8658175694456,-963.037250000008,31129.8,-9215,121169.524694,-114555.185829,5952.19107788131,19.4444444444444,80.5555555555556,1.0577393229048,8654.96604957143,5920,-1975.08941084483,-1564.6596,91.8658175694456,-963.037250000008,5952.19107788131,0.245006355571733,-71226.1653999999,0.146661536618396,4.38206290917703,3.78357056065103,22210.338865,-59213.3007,10446.138865
2696,120,80,2,portf.246,CC,152,54,-32348.440499,-592.748898129629,-1478.615505,12107.06968,-11363.47472,52921.788704,-84930.229203,3629.12519304917,25.9259259259259,74.0740740740741,0.623120756892184,3780.12776457143,2862.53940999999,-2123.255730075,-1698.28494,-592.748898129629,-1478.615505,3629.12519304917,-2.59280034322692,-37450.098709,-0.863774505652398,1.78034501969195,1.68554719092073,0,-37450.098709,-32348.440499
2697,120,80,2,portf.246,CO,155,58,-17841.4455619999,-307.611130379307,-1490.329215,34588.30775,-4536.12871999998,63302.8633100001,-81144.3088719998,5170.13652683955,17.2413793103448,82.7586206896552,0.780126963800461,6330.28633100001,2348.25334800001,-1690.50643483333,-1526.62812499999,-307.611130379307,-1490.329215,5170.13652683955,-0.944496394562274,-49706.2883409998,-0.358937393184586,3.74460942624221,1.53819604758036,31864.842779,-17841.4455619999,-17841.4455619999
2698,120,80,2,portf.246,CT,139,55,-866.401035999974,-15.7527461090862,-1103.12703199999,31154.0446000001,-3375,63362.0972800002,-64228.4983159999,4938.21198217368,16.3636363636364,83.6363636363636,0.986510644671512,7040.23303111113,2580.00000000001,-1396.27170252174,-1546.538625,-15.7527461090862,-1103.12703199999,4938.21198217368,-0.0506391975331567,-36663.9895,-0.0236308445375257,5.04216551720995,1.66824155458776,35498.8180000001,-6903.68199999994,-866.401035999974
2699,120,80,2,portf.246,HG,119,22,50214.4,2282.47272727273,-2695,78505,-8030,123660,-73445.6,19652.9315688933,13.6363636363636,86.3636363636364,1.68369514307188,41220,40710,-3865.55789473684,-3250,2282.47272727273,-2695,19652.9315688933,1.84365020235739,-173700,0.289086931491076,10.6634025727886,12.5261538461538,192365,-11265,50214.4
2700,120,80,2,portf.246,KC,164,62,-56580.115613,-912.582509887096,-1375.859625,15891.7416,-13515.0127,53316.215066,-109896.330679,3935.23835981218,17.741935483871,82.258064516129,0.485150093152184,4846.92864236364,2025,-2154.83001331372,-1756.8199,-912.582509887096,-1375.859625,3935.23835981218,-3.6813013361208,-83653.3162689999,-0.676364286994409,2.24933225006921,1.15265087787314,26418.56455,-57234.7517189999,-56580.115613
2701,120,80,2,portf.246,LB,136,56,-56618.8508820001,-1024.92590860714,-980.957687,6056.94480000001,-14723.42,17832.4597,-75228.310582,2523.07419439282,14.2857142857143,85.7142857142857,0.237044532331513,2229.0574625,1358.5136,-1567.25647045833,-1122.4391,-1024.92590860714,-980.957687,2523.07419439282,-6.44855963205789,-64389.9113820001,-0.879312452320405,1.42226719398908,1.21032276940459,6994.06050000001,-57395.8508820001,-56618.8508820001
2702,120,80,2,portf.246,LC,129,50,14905.9240160001,261.856480320003,-797.391150000003,47966.0900000001,-4096.9953,65564.1812300001,-52471.3572139999,7096.78180237151,16,84,1.24952325823405,8195.52265375001,3119.397125,-1249.31802890476,-1068.2263185,261.856480320003,-797.391150000003,7096.78180237151,0.585736305900707,-47093.3300999999,0.316518793305725,6.55999710572878,2.92016501651098,59170.01855,-7337.48144999999,14905.9240160001
2703,120,80,2,portf.246,LSU,190,78,-12577.7384824999,-173.171006185896,-884.265908000016,52263.056419,-27326.934538,115779.635873,-129286.9743555,8666.24786733721,15.3846153846154,84.6153846153846,0.89552436701505,9648.30298941668,2046.16362499998,-1958.89355084091,-1064.22820000001,-173.171006185896,-884.265908000016,8666.24786733721,-0.317208155364349,-97285.0629354999,-0.129287457940373,4.92538401858277,1.92267375079891,82070.124453,-15214.9384824999,-12577.7384824999
2704,120,80,2,portf.246,NG,199,86,-74314.82212,-887.567699069768,-803.55976,14620,-9809.8068,32611.54082,-108942.36294,2799.78819763931,10.4651162790698,89.5348837209302,0.299346736567122,3623.50453555555,1232.0371,-1414.83588233766,-911.43,-887.567699069768,-803.55976,2799.78819763931,-5.03241653519165,-99244.09494,-0.748808502560566,2.56107763507427,1.35176272450983,1824.74299,-97419.35195,-74314.82212
2705,120,80,2,portf.246,OJ,125,55,-7296.43986899994,-132.662543072726,-826.088,29920.5,-3333.3174,55584.4749,-62880.914769,4648.51987632093,18.1818181818182,81.8181818181818,0.883964158349092,5558.44749,2391.40725000001,-1397.35366153333,-1105.1291,-132.662543072726,-826.088,4648.51987632093,-0.453037233272998,-41920.506169,-0.174054192942823,3.97783871257091,2.16391664105127,4703.56630000005,-37216.9398689999,-7296.43986899994
2706,120,80,2,portf.246,RR,148,63,15531.5044539998,198.742927841268,-743.492900000001,24603.3,-7275,92493.495725,-79972.6912710001,5018.52413238229,20.6349206349206,79.3650793650794,1.15656350005243,7114.88428653846,6788.41400000001,-1599.45382542,-1102.732925,198.742927841268,-743.492900000001,5018.52413238229,0.628660157484875,-53675.8149000001,0.289357590246846,4.44832115404779,6.15599103472857,24774.8044539998,-44863.1442000001,15531.5044539998
2707,140,80,2,portf.247,CC,136,48,-39871.455274,-824.280318208336,-1286.5037775,10116.58562,-12137.36024,38387.2434399999,-77952.698714,3351.77838241912,22.9166666666667,77.0833333333333,0.492442777136408,3489.74940363635,3637.7172,-2106.82969497297,-1465.182,-824.280318208336,-1286.5037775,3351.77838241912,-3.90391096981258,-45109.428094,-0.88388296989523,1.6563984321861,2.48277497266551,655.337520000001,-44454.090574,-39871.455274
2708,140,80,2,portf.247,CO,142,52,-16151.6108219998,-310.607900423073,-1239.913205,23423.2385000001,-4012.72311999997,48657.1309160001,-64808.741738,3951.11847035954,19.2307692307692,80.7692307692308,0.750780367140974,4865.71309160002,2086.967118,-1543.06527947619,-1318.80308,-310.607900423073,-1239.913205,3951.11847035954,-1.24793715896337,-34509.7966679998,-0.468029730148391,3.15327754199209,1.582470612671,18358.185846,-16151.6108219998,-16151.6108219998
2709,140,80,2,portf.247,CT,126,49,10104.112527,206.20637810204,-1103.12703199999,26536.2480000001,-3182.5,61061.5065,-50957.3939730001,4669.03044707569,18.3673469387755,81.6326530612245,1.19828550361806,6784.61183333334,2764.21045000003,-1273.934849325,-1357.91703750001,206.20637810204,-1103.12703199999,4669.03044707569,0.701093044559247,-29460.50115,0.342971508717867,5.32571334941358,2.03562542752175,34768.0551,-2642.77875,10104.112527
2710,140,80,2,portf.247,HG,79,17,-4113.10000000001,-241.947058823528,-2320,15850,-4492.5,30940,-35053.1,5764.05813588804,17.6470588235294,82.3529411764706,0.882660877354642,10313.3333333333,12925,-2503.79285714286,-2595,-241.947058823528,-2320,5764.05813588804,-0.666334446668744,-54855,-0.0749813143742596,4.11908409432167,4.98073217726397,40430,-14425,-4113.10000000001
2711,140,80,2,portf.247,KC,153,58,-24610.045487,-424.311129086206,-993.42105,11206.6503,-6897.50634999999,38651.328058,-63261.373545,2627.79192666604,17.2413793103448,82.7586206896552,0.610978325194062,3865.1328058,2110.43500000001,-1317.9452821875,-1083.65780000001,-424.311129086206,-993.42105,2627.79192666604,-2.56326624955446,-43916.893595,-0.560377646787884,2.9326959609315,1.94751055176274,18653.63305,-25263.260545,-24610.045487
2712,140,80,2,portf.247,LB,88,36,-31780.901536,-904.386153777779,-889.540929999997,8063.272,-12158.736,12136.4084,-44694.309936,2611.44202434656,11.1111111111111,88.8888888888889,0.27154258377361,3034.1021,1864.53619999999,-1396.6971855,-968.5697,-904.386153777779,-889.540929999997,2611.44202434656,-5.49760820977433,-40294.485536,-0.788715902765559,2.17234067018888,1.92504081017607,7736.584,-32557.901536,-31780.901536
2713,140,80,2,portf.247,LC,115,44,10860.289788,246.82476790909,-519.97745,21402.6232,-2432.49999999998,39105.05092,-28244.761132,3603.56333383601,20.4545454545455,79.5454545454545,1.38450634215829,4345.00565777778,1502.50000000001,-806.993175200001,-695.671200000001,246.82476790909,-519.97745,3603.56333383601,1.08731867787687,-23026.9051749999,0.471634798747985,5.38419133061557,2.15978467988901,29507.789,-2490.5935,10860.289788
2714,140,80,2,portf.247,LSU,170,70,-20194.223624,-306.368908914286,-405.486599999998,25355.816528,-13045.471898,44857.486207,-66303.309831,4081.07245653644,14.2857142857143,85.7142857142857,0.676549727628031,4485.7486207,381.820521999992,-1105.05516385,-601.911128,-306.368908914286,-405.486599999998,4081.07245653644,-1.19171019538917,-42697.338263,-0.472962120018136,4.05929836576818,0.634347006124785,21228.414639,-21468.923624,-20194.223624
2715,140,80,2,portf.247,NG,136,63,-24492.50068,-405.150804444445,-379.32608,7520,-6907.36399999999,21672.21937,-47196.72005,2016.9171166379,19.047619047619,80.9523809523809,0.459189099306912,1806.01828083333,1000.534265,-925.425883333333,-427.79061,-405.150804444445,-379.32608,2016.9171166379,-3.18881206330762,-43391.50068,-0.564453874518543,1.95155367205438,2.33884110967279,3619,-39772.50068,-24492.50068
2716,140,80,2,portf.247,OJ,100,45,1792.60825000001,39.835738888889,-508.638900000002,11968.2,-3656.2395,31757.3104,-29964.70215,2498.36040496357,17.7777777777778,82.2222222222222,1.05982399694902,3969.6638,2663.8992,-809.856814864865,-559.972000000002,39.835738888889,-508.638900000002,2498.36040496357,0.253115102648391,-16576.2278,0.108143316539123,4.90168598588923,4.7572007171787,6400.63605000001,-11379.27415,1792.60825000001
2717,140,80,2,portf.247,RR,129,53,11093.527454,188.65523498113,-308.555,7719.99999999999,-2910,35935.0917,-25936.3642460001,2019.67638922327,26.4150943396226,73.5849056603774,1.38550998741244,2566.79226428571,1137.84799999999,-665.034980666668,-520.995000000003,188.65523498113,-308.555,2019.67638922327,1.48281627082589,-13762.93145,0.806043937245651,3.85963496493465,2.18399024942656,18447.127454,-2221.25460000005,11093.527454
2718,160,80,2,portf.248,CC,131,46,-37924.572287,-817.4254845,-1301.6717,10211.92606,-12021.09088,38543.0975379999,-76144.6698249999,3425.20260762773,23.9130434782609,76.0869565217391,0.50618247641735,3503.91795799999,3659.04582000001,-2175.561995,-1457.89254,-817.4254845,-1301.6717,3425.20260762773,-3.78845539092595,-42579.678657,-0.890673050693991,1.61058060678248,2.50981860432595,0,-42579.678657,-37924.572287
2719,160,80,2,portf.248,CO,135,49,-13130.4278539999,-267.967915387752,-1304.68338,23423.2385000001,-4117.40423999999,49249.2354700001,-62379.663324,4092.94489593619,20.4081632653061,79.5918367346939,0.789507875574762,4924.92354700001,2125.49234200001,-1599.47854676923,-1379.03322,-267.967915387752,-1304.68338,4092.94489593619,-1.03931494044445,-31638.9446519999,-0.415008401778973,3.07908071474157,1.54129161732595,18508.516798,-13130.4278539999,-13130.4278539999
2720,160,80,2,portf.248,CT,117,46,5011.68608099998,108.949697413043,-1139.98709349999,28334.3104,-3187.5,56797.75264,-51786.0665590001,4983.07025067943,15.2173913043478,84.7826086956522,1.09677672806623,8113.96466285715,4291.62954999997,-1327.84786048718,-1498.1085,108.949697413043,-1139.98709349999,4983.07025067943,0.347079760392316,-35210.0807749999,0.14233668229919,6.11061319922613,2.86469875179266,39395.7978499999,-360,5011.68608099998
2721,160,80,2,portf.248,HG,77,16,-1766.70000000001,-110.418749999998,-1892.5,15975,-4492.5,31580,-33346.7,6323.36703444389,12.5,87.5,0.947020244881803,15790,15790,-2381.90714285714,-2227.5,-110.418749999998,-1892.5,6323.36703444389,-0.277200944674533,-67640,-0.0261191602602012,6.62914171417262,7.08866442199776,53835,-13805,-1766.70000000001
2722,160,80,2,portf.248,KC,138,53,-31243.025859,-589.491053943396,-983.238900000002,6092.20874999999,-6897.50634999999,26818.468758,-58061.494617,2057.62849038479,16.9811320754717,83.0188679245283,0.46189766444882,2979.829862,2025,-1319.57942311364,-1119.649,-589.491053943396,-983.238900000002,2057.62849038479,-4.54789599615213,-39582.2822,-0.789318455695311,2.25816635952756,1.80860251739608,4797.60599999999,-34784.6762,-31243.025859
2723,160,80,2,portf.248,LB,80,33,-31336.389192,-973.133005818183,-902.062999999998,8063.272,-12491.078,12065.8844,-44179.273592,2777.54687955955,12.1212121212121,87.8787878787879,0.273111878466577,3016.47109999999,1864.53619999999,-1523.42322731035,-961.915374,-973.133005818183,-902.062999999998,2777.54687955955,-5.5617450310512,-43693.389192,-0.717188338361665,1.98006111888269,1.93835783312888,11580,-32113.389192,-31336.389192
2724,160,80,2,portf.248,LC,106,41,10768.082976,218.414218926827,-345.000000000005,21402.6232,-2807.50000000002,34860.37146,-25905.3884840001,3691.31914047576,14.6341463414634,85.3658536585366,1.34568031981187,5810.06190999999,3962.25809999999,-740.153956685716,-568.797900000005,218.414218926827,-345.000000000005,3691.31914047576,0.939289751044917,-24478.922925,0.439892025028712,7.84980186556925,6.96602097159634,31422.8267,-390,10768.082976
2725,160,80,2,portf.248,LSU,164,69,-22992.1172435,-364.314742659419,-431.419091999998,21542.563746,-12251.223244,38126.5097470001,-63264.2269905,3691.76487204792,10.1449275362319,89.8550724637681,0.602655111121887,5446.64424957144,341.258390999997,-1020.39075791129,-484.0579005,-364.314742659419,-431.419091999998,3691.76487204792,-1.56654539187371,-39558.8729165,-0.581212647085049,5.33780241279386,0.704994982309966,14381.555673,-25177.3172435,-22992.1172435
2726,160,80,2,portf.248,NG,167,75,-23052.68864,-323.795848533333,-379.32608,9400,-7600.04544,29031.51672,-53316.20536,2189.10247870802,14.6666666666667,85.3333333333333,0.544515809479957,2639.22879272727,1573.1995,-833.06570875,-418.825745,-323.795848533333,-379.32608,2189.10247870802,-2.34803979925127,-44863.88984,-0.513836154693982,3.16809198242884,3.75621489075367,3619,-41244.88984,-23052.68864
2727,160,80,2,portf.248,OJ,105,47,1704.31251700004,-190.938031553191,-448.3375,7630,-3656.2395,21705.955,-30680.042483,1718.20725902097,17.0212765957447,82.9787234042553,0.707494294117338,2713.244375,2392.416,-786.667755974359,-559.972000000002,-190.938031553191,-448.3375,1718.20725902097,-1.76407547341568,-21211.054683,0.0803502014619759,3.44903468382202,4.27238504782381,12236.9672,-8974.08748299996,1704.31251700004
2728,160,80,2,portf.248,RR,131,55,16018.1542249999,266.357349545454,-455.6,11499.6,-2910,47002.163107,-32352.508882,2823.16473414734,23.6363636363636,76.3636363636364,1.45281354464447,3615.55100823077,1374,-770.29783052381,-578.242299999998,266.357349545454,-455.6,2823.16473414734,1.49771346655281,-19517.82675,0.820693534693864,4.69370529808212,2.37616653088161,25210.1542249999,-2177.40970000006,16018.1542249999
2729,180,80,2,portf.249,CC,120,41,-35106.917091,-847.973587585367,-1391.6955,10634.2665,-12349.89896,39326.6459,-74093.562991,3736.25148638601,24.390243902439,75.609756097561,0.530770073842675,3932.66459,3987.77496000001,-2390.11493519355,-1541.8624,-847.973587585367,-1391.6955,3736.25148638601,-3.60285260124003,-40729.006991,-0.861963491983924,1.64538722891229,2.58633647204836,777.393300000011,-39951.613691,-35106.917091
2730,180,80,2,portf.249,CO,125,45,-9871.50972399994,-219.366882755553,-1389.48479999999,24775.63875,-4431.4476,50369.723586,-60241.2333099999,4500.64134610689,20,80,0.83613367154684,5596.635954,2455.04158400002,-1673.36759194444,-1476.491895,-219.366882755553,-1389.48479999999,4500.64134610689,-0.773743348587466,-32325.2066909999,-0.305381178792227,3.34453468618736,1.66275317346055,22453.696967,-11792.51332,-9871.50972399994
2731,180,80,2,portf.249,CT,112,44,8391.83195200004,190.723453454544,-1265.1546245,31126.8258000001,-3375,62794.14343,-54402.3114780001,5612.38865763821,15.9090909090909,84.0909090909091,1.15425506240472,8970.59191857143,4991.96484999995,-1470.33274264865,-1616.472,190.723453454544,-1265.1546245,5612.38865763821,0.53945675306151,-35951.8408749999,0.233418699787235,6.10106247271067,3.08818516497653,43420.17175,-390,8391.83195200004
2732,180,80,2,portf.249,HG,74,17,-17386.7,-1022.74705882353,-1890,13230,-4492.5,17585,-34971.7,4178.24978536433,11.7647058823529,88.2352941176471,0.50283514956379,8792.50000000001,8792.50000000001,-2331.44666666667,-2320,-1022.74705882353,-1890,4178.24978536433,-3.88574332905833,-51505,-0.337573051160082,3.77126362172843,3.78987068965518,24825,-26680,-17386.7
2733,180,80,2,portf.249,KC,137,53,-24775.258872,-467.457714566037,-840.427799999998,5470.3514,-5612.14829999999,27337.632658,-52112.89153,1950.47811530455,15.0943396226415,84.9056603773585,0.524584836023971,3417.20408225,3590.133154,-1158.06425622222,-1003.6032,-467.457714566037,-840.427799999998,1950.47811530455,-3.80453444150715,-30437.26205,-0.813977907451107,2.95078970263484,3.57724362975328,599.580799999996,-29837.68125,-24775.258872
2734,180,80,2,portf.249,LB,63,26,-29360.97961,-1159.15306192308,-958.142381000001,2074.2904,-12158.736,6033.98039999998,-36171.96001,2530.50287294526,15.3846153846154,84.6153846153846,0.16681375292718,1508.4951,1864.53619999999,-1644.18000045455,-979.035599999999,-1159.15306192308,-958.142381000001,2530.50287294526,-7.27167101708452,-34817.97961,-0.843270630256998,0.91747564109949,1.90446210536164,4680,-30137.97961,-29360.97961
2735,180,80,2,portf.249,LC,101,39,7220.42510199999,138.649361589743,-346.231299999998,14863.983,-2432.49999999998,26146.23438,-20738.909278,2728.65089465163,17.9487179487179,82.051282051282,1.26073334086745,3735.17634,1796.8488,-648.0909149375,-425.940600000002,138.649361589743,-346.231299999998,2728.65089465163,0.806622197636242,-18234.744075,0.395970739830632,5.76335241539408,4.21854314897428,22990.9635,-360,7220.42510199999
2736,180,80,2,portf.249,LSU,153,64,-16179.425541,-278.878524078125,-316.143876,19455.657977,-10577.925936,31826.826697,-49675.052238,3275.57493089386,10.9375,89.0625,0.640700417274114,4546.68952814286,279.284909999989,-871.492144526316,-346.991652,-278.878524078125,-316.143876,3275.57493089386,-1.35153657530181,-29034.333416,-0.557251489441254,5.21713196923207,0.804875011805727,11155.307875,-19601.957036,-16179.425541
2737,180,80,2,portf.249,NG,155,70,-12517.59895,-191.722842142857,-228.6428,7248,-7600.04544,24633.73492,-38054.33387,1816.01046906059,20,80,0.647330603766524,1759.55249428571,1129,-679.54167625,-354.26796,-191.722842142857,-228.6428,1816.01046906059,-1.67592963675884,-31683.59895,-0.395081346969265,2.5893224150661,3.18685325085565,1625,-30058.59895,-12517.59895
2738,180,80,2,portf.249,OJ,87,38,6701.98956500003,-104.642379868421,-477.261625,7630,-4415.61275000001,20683.1607,-24659.571135,1932.14064073333,21.0526315789474,78.9473684210526,0.838747786276131,2585.3950875,1871.83850000002,-821.9857045,-539.491250000001,-104.642379868421,-477.261625,1932.14064073333,-0.859743978962254,-14972.870185,0.447608874063048,3.14530419853549,3.46963643988667,10996.45975,-8502.10619999997,6701.98956500003
2739,180,80,2,portf.249,RR,115,48,15141.4759729999,304.0432494375,-362.0058,10505,-2425,38839.369107,-24245.293134,2465.91714879179,25,75,1.60193439989943,3236.61409225,1912.1197535,-673.480364833334,-514.82294,304.0432494375,-362.0058,2465.91714879179,1.95729891301598,-16687.79155,0.907338513165928,4.80580319969828,3.71413083010637,20930.3759729999,-2347.21570000007,15141.4759729999
2740,200,80,2,portf.250,CC,105,37,-35807.6423199999,-959.044387027029,-1484.4752,10116.58562,-12349.89896,29549.40646,-65034.04878,3553.44189708864,21.6216216216216,78.3783783783784,0.454368242702541,3693.67580749999,2816.96769,-2242.5534062069,-1600.18624,-959.044387027029,-1484.4752,3553.44189708864,-4.2843975241438,-41497.1035999999,-0.862894978530501,1.64708487979671,1.76039989570215,777.393300000011,-40719.7102999999,-35807.6423199999
2741,200,80,2,portf.250,CO,108,39,-4210.81636399987,-107.969650358971,-1551.70900000001,27870.132,-5338.65739999999,51511.016226,-55721.8325899999,5305.57099540864,17.9487179487179,82.051282051282,0.92443148101422,7358.71660371429,2933.99852400002,-1741.3072684375,-1624.698735,-107.969650358971,-1551.70900000001,5305.57099540864,-0.323050066701178,-38648.9134639999,-0.108950446121133,4.22597248463643,1.80587235085157,34438.0971,-5557.28984,-4210.81636399987
2742,200,80,2,portf.250,CT,107,42,15156.2301600001,360.862622857146,-1414.206533,38066.0284000002,-3279.1,72962.5576500002,-57806.32749,6802.7329506846,16.6666666666667,83.3333333333333,1.26218981239765,10423.2225214286,5332.63544999996,-1651.60935685714,-1743.68160000001,360.862622857146,-1414.206533,6802.7329506846,0.842090463753177,-41086.2483899998,0.368888150023673,6.31094906198824,3.05826215634777,56242.4785499999,-420,15156.2301600001
2743,200,80,2,portf.250,HG,87,18,-6406.70000000001,-355.927777777776,-2170,17640,-5905,33415,-39821.7,6109.08058017452,27.7777777777778,72.2222222222222,0.839115356702502,6683,1425,-3063.20769230769,-3025,-355.927777777776,-2170,6109.08058017452,-0.92488194156996,-85595,-0.0748489981891467,2.18169992742651,0.471074380165289,69895,-21250,-6406.70000000001
2744,200,80,2,portf.250,KC,139,54,-47201.456158,-874.101039962963,-1083.65780000001,5790.78750000001,-8418.22244999999,22219.9667,-69421.422858,2091.41648304394,12.962962962963,87.037037037037,0.320073628358936,3174.28095714286,2002.62255,-1477.05155017021,-1297.743,-874.101039962963,-1083.65780000001,2091.41648304394,-6.63470138416139,-49991.456158,-0.944190463442751,2.14906579041,1.54315804438937,2790,-47201.456158,-47201.456158
2745,200,80,2,portf.250,LB,59,25,-35562.261798,-1453.57047192,-964.105599999999,3400.34639999997,-12158.736,3400.34639999997,-39739.608198,2509.74847814798,4,96,0.0855656750076138,3400.34639999997,3400.34639999997,-1655.81700825,-969.924799999999,-1453.57047192,-964.105599999999,2509.74847814798,-9.19403521577998,-39659.261798,-0.896695001009661,2.05357620018273,3.50578354115698,3320,-36339.261798,-35562.261798
2746,200,80,2,portf.250,LC,97,37,15193.3974810001,361.629661648648,-317.462600000003,26063.7634,-2684.2383,39454.16285,-26073.865369,4613.58254707534,13.5135135135135,86.4864864864865,1.51316892572853,7890.83257,3904.80014999999,-814.808292781251,-588.892157000003,361.629661648648,-317.462600000003,4613.58254707534,1.24430263249537,-28608.9309,0.531071836766892,9.68428112466257,6.63075590935399,40524.81415,-360,15193.3974810001
